Device_type,Date_time,D_Week,Voc,CO,Temp,Humi,CO2,CO2_s,PM,,
air_purifier,2023-12-12 17:57:21,Tuesday,14.31,1.53,19.5,46.8,1160,NR,26.95,511.3878784,12.2697257995605
air_purifier,2023-12-12 17:57:31,Tuesday,14.56,1.53,19.5,46.8,1159,NR,21.14,511.3878784,12.2697257995605
air_purifier,2023-12-12 17:57:41,Tuesday,14.8,1.53,19.4,46.8,1155,NR,26.12,511.3878784,12.2697257995605
air_purifier,2023-12-12 17:57:51,Tuesday,15.06,1.53,19.5,46.7,1170,NR,22.8,511.3878784,12.2697257995605
air_purifier,2023-12-12 17:58:01,Tuesday,14.56,1.53,19.4,46.8,1156,NR,32.76,511.7084961,12.3246231079102
air_purifier,2023-12-12 17:58:11,Tuesday,13.38,1.47,19.5,46.8,1158,NR,23.63,511.7084961,12.3246231079102
air_purifier,2023-12-12 17:58:21,Tuesday,13.84,1.53,19.4,46.8,1123,NR,20.31,511.7084961,12.3246231079102
air_purifier,2023-12-12 17:58:31,Tuesday,14.07,1.53,19.4,46.8,1110,NR,23.63,511.7084961,12.3246231079102
air_purifier,2023-12-12 17:58:41,Tuesday,14.8,1.53,19.4,47,1074,NR,22.8,511.7084961,12.3246231079102
air_purifier,2023-12-12 17:58:51,Tuesday,15.06,1.47,19.4,47,1071,NR,5.37,511.7084961,12.3246231079102
air_purifier,2023-12-12 17:59:11,Tuesday,15.31,1.53,19.4,47,1050,NR,25.29,507.7876587,12.3965339660644
air_purifier,2023-12-12 17:59:21,Tuesday,15.31,1.53,19.4,47,1051,NR,14.5,507.7876587,12.3965339660644
air_purifier,2023-12-12 17:59:31,Tuesday,15.57,1.58,19.5,47,1050,NR,15.33,507.7876587,12.3965339660644
air_purifier,2023-12-12 17:59:42,Tuesday,15.06,1.53,19.4,47.1,1045,NR,35.25,507.7876587,12.3965339660644
air_purifier,2023-12-12 17:59:52,Tuesday,15.57,1.58,19.5,47.1,1042,NR,31.93,507.7876587,12.3965339660644
air_purifier,2023-12-12 18:00:02,Tuesday,15.57,1.53,19.4,47.1,1077,NR,30.27,503.184082,12.5007095336914
air_purifier,2023-12-12 18:00:12,Tuesday,14.07,1.47,19.4,47.1,1072,NR,21.97,503.184082,12.5007095336914
air_purifier,2023-12-12 18:00:22,Tuesday,15.06,1.53,19.4,47.1,1088,NR,28.61,503.184082,12.5007095336914
air_purifier,2023-12-12 18:00:32,Tuesday,15.84,1.53,19.4,47.1,1096,NR,15.33,503.184082,12.5007095336914
air_purifier,2023-12-12 18:00:42,Tuesday,15.84,1.53,19.5,47.1,1106,NR,26.95,503.184082,12.5007095336914
air_purifier,2023-12-12 18:00:52,Tuesday,15.57,1.53,19.5,47.1,1122,NR,30.27,503.184082,12.5007095336914
air_purifier,2023-12-12 18:01:02,Tuesday,15.57,1.53,19.4,47.1,1141,NR,23.63,496.4686279,12.6203575134277
air_purifier,2023-12-12 18:01:12,Tuesday,15.57,1.53,19.5,47.1,1157,NR,26.12,496.4686279,12.6203575134277
air_purifier,2023-12-12 18:01:22,Tuesday,15.84,1.53,19.5,47,1171,NR,18.65,496.4686279,12.6203575134277
air_purifier,2023-12-12 18:01:32,Tuesday,15.57,1.58,19.5,47,1191,NR,26.12,496.4686279,12.6203575134277
air_purifier,2023-12-12 18:33:51,Tuesday,14.8,1.53,19.4,47,432,WU,26.12,494.2012939,12.9580268859863
air_purifier,2023-12-12 18:34:01,Tuesday,14.07,1.58,19.4,47,432,WU,24.46,494.7519531,12.9429130554199
air_purifier,2023-12-12 18:34:11,Tuesday,15.84,1.53,19.5,47,432,WU,32.76,494.7519531,12.9429130554199
air_purifier,2023-12-12 18:34:21,Tuesday,15.57,1.53,19.5,47,432,WU,26.12,494.7519531,12.9429130554199
air_purifier,2023-12-12 18:34:31,Tuesday,15.06,1.63,19.4,47,432,WU,28.61,494.7519531,12.9429130554199
air_purifier,2023-12-12 18:34:41,Tuesday,16.11,1.53,19.5,47.1,433,WU,24.46,494.7519531,12.9429130554199
air_purifier,2023-12-12 18:34:51,Tuesday,14.8,1.58,19.4,47.1,432,WU,17.82,494.7519531,12.9429130554199
air_purifier,2023-12-12 18:35:01,Tuesday,15.06,1.53,19.4,47.1,432,WU,30.27,496.9893188,12.906063079834
air_purifier,2023-12-12 18:35:11,Tuesday,14.8,1.58,19.5,47.1,432,WU,16.99,496.9893188,12.906063079834
air_purifier,2023-12-12 18:35:21,Tuesday,15.57,1.47,19.4,47.1,432,WU,40.23,496.9893188,12.906063079834
air_purifier,2023-12-12 18:35:31,Tuesday,16.38,1.53,19.4,47.1,439,WU,33.59,496.9893188,12.906063079834
air_purifier,2023-12-12 18:35:41,Tuesday,16.11,1.53,19.5,47.1,443,WU,37.74,496.9893188,12.906063079834
air_purifier,2023-12-12 18:35:52,Tuesday,15.57,1.53,19.4,47,450,WU,21.14,496.9893188,12.906063079834
air_purifier,2023-12-12 18:36:02,Tuesday,16.11,1.53,19.5,46.9,444,WU,25.29,493.8681641,12.8631362915039
air_purifier,2023-12-12 18:36:13,Tuesday,9.54,1.58,19.4,47.1,432,WU,26.95,493.8681641,12.8631362915039
air_purifier,2023-12-12 18:36:23,Tuesday,9.87,1.53,19.4,47.1,432,WU,18.65,493.8681641,12.8631362915039
air_purifier,2023-12-12 18:36:33,Tuesday,10.04,1.53,19.4,47,432,WU,21.14,493.8681641,12.8631362915039
air_purifier,2023-12-12 18:36:43,Tuesday,9.87,1.53,19.4,47.5,432,WU,39.4,493.8681641,12.8631362915039
air_purifier,2023-12-12 18:36:53,Tuesday,9.87,1.47,19.4,47.5,432,WU,18.65,493.8681641,12.8631362915039
air_purifier,2023-12-12 18:37:03,Tuesday,10.21,1.53,19.4,47.3,432,WU,31.93,492.8666382,12.8262062072754
air_purifier,2023-12-12 18:37:13,Tuesday,9.87,1.47,19.4,47.2,432,WU,26.12,492.8666382,12.8262062072754
air_purifier,2023-12-12 18:37:23,Tuesday,9.87,1.53,19.4,47.2,432,WU,26.12,492.8666382,12.8262062072754
air_purifier,2023-12-12 18:37:39,Tuesday,9.87,1.53,19.4,47.1,432,WU,42.72,492.8666382,12.8262062072754
air_purifier,2023-12-12 18:37:49,Tuesday,10.38,1.47,19.4,47.1,432,WU,473.58,492.8666382,12.8262062072754
air_purifier,2023-12-12 18:37:59,Tuesday,10.38,1.53,19.4,47.5,432,WU,478.56,492.8666382,12.8262062072754
air_purifier,2023-12-12 18:38:09,Tuesday,10.04,1.58,19.4,47.6,433,WU,26.12,493.0834351,12.7967987060547
air_purifier,2023-12-12 18:38:19,Tuesday,11.89,1.53,19.4,47.8,689,WU,23.63,493.0834351,12.7967987060547
air_purifier,2023-12-12 18:38:29,Tuesday,11.3,1.63,19.5,48.2,909,WU,31.93,493.0834351,12.7967987060547
air_purifier,2023-12-12 18:38:39,Tuesday,10.92,1.68,19.4,47.8,862,WU,33.59,493.0834351,12.7967987060547
air_purifier,2023-12-12 18:38:49,Tuesday,10.74,1.63,19.5,48,828,WU,28.61,493.0834351,12.7967987060547
air_purifier,2023-12-12 18:38:59,Tuesday,10.74,1.63,19.5,47.6,796,WU,34.42,493.0834351,12.7967987060547
air_purifier,2023-12-12 18:39:09,Tuesday,10.56,1.68,19.5,47.3,765,WU,15.33,494.9674072,12.765510559082
air_purifier,2023-12-13 13:49:49,Wednesday,351.28,1.63,19.9,43.6,507,WU,20.31,470.0949707,6.2898750305176
air_purifier,2023-12-13 13:49:59,Wednesday,326.27,1.63,19.9,43.6,516,WU,25.29,470.0949707,6.2898750305176
air_purifier,2023-12-13 13:50:09,Wednesday,314.27,1.63,19.9,43.7,516,WU,26.95,471.418335,6.2741241455078
air_purifier,2023-12-13 13:50:19,Wednesday,298.78,1.63,19.9,43.7,517,WU,14.5,471.418335,6.2741241455078
air_purifier,2023-12-13 13:50:29,Wednesday,287.56,1.63,19.9,43.7,517,WU,23.63,471.418335,6.2741241455078
air_purifier,2023-12-13 13:50:39,Wednesday,273.09,1.63,19.9,43.7,528,WU,27.78,471.418335,6.2741241455078
air_purifier,2023-12-13 13:50:49,Wednesday,259.19,1.63,19.9,43.6,528,WU,21.14,471.418335,6.2741241455078
air_purifier,2023-12-13 13:50:59,Wednesday,245.85,1.63,19.9,43.6,529,WU,32.76,471.418335,6.2741241455078
air_purifier,2023-12-13 13:51:10,Wednesday,233.06,1.63,19.9,43.5,536,WU,20.31,470.767334,6.2701797485352
air_purifier,2023-12-13 13:51:20,Wednesday,220.81,1.63,19.9,43.5,537,WU,34.42,470.767334,6.2701797485352
air_purifier,2023-12-13 13:51:30,Wednesday,209.08,1.63,19.9,43.5,546,WU,25.29,470.767334,6.2701797485352
air_purifier,2023-12-13 13:51:40,Wednesday,200.61,1.63,19.9,43.5,545,WU,26.95,470.767334,6.2701797485352
air_purifier,2023-12-13 13:51:50,Wednesday,192.43,1.58,19.9,43.5,547,WU,15.33,470.767334,6.2701797485352
air_purifier,2023-12-13 14:34:57,Wednesday,21.43,1.58,20.1,43.2,445,WU,26.12,463.1166382,6.0755653381348
air_purifier,2023-12-13 14:35:07,Wednesday,21.43,1.58,20.1,43.3,444,WU,21.14,463.3731079,5.9527969360352
air_purifier,2023-12-13 14:35:56,Wednesday,27.99,1.63,20.5,44.4,0,WU,91.7,463.3731079,5.9527969360352
air_purifier,2023-12-13 14:36:06,Wednesday,28.46,1.58,20.5,44.3,0,WU,29.44,464.0524902,5.8633575439453
air_purifier,2023-12-13 14:36:16,Wednesday,27.99,1.63,20.5,44.3,0,WU,22.8,464.0524902,5.8633575439453
air_purifier,2023-12-13 14:36:26,Wednesday,28.93,1.63,20.5,44.4,0,WU,30.27,464.0524902,5.8633575439453
air_purifier,2023-12-13 14:36:36,Wednesday,28.46,1.58,20.5,44.5,0,WU,491.85,464.0524902,5.8633575439453
air_purifier,2023-12-13 14:42:35,Wednesday,0.41,1.63,20.6,44.7,457,WU,24.46,467.1257324,5.5504531860352
air_purifier,2023-12-13 14:42:45,Wednesday,30.41,1.63,20.6,44.8,445,WU,44.38,467.1257324,5.5504531860352
air_purifier,2023-12-13 14:42:55,Wednesday,30.92,1.68,20.5,44.8,432,WU,18.65,467.1257324,5.5504531860352
air_purifier,2023-12-13 14:43:05,Wednesday,31.96,1.63,20.6,44.8,432,WU,33.59,467.3900757,5.521369934082
air_purifier,2023-12-13 14:43:15,Wednesday,33.58,1.58,20.6,44.7,432,WU,23.63,467.3900757,5.521369934082
air_purifier,2023-12-13 14:43:25,Wednesday,33.58,1.63,20.6,44.7,432,WU,23.63,467.3900757,5.521369934082
air_purifier,2023-12-13 14:43:35,Wednesday,33.58,1.63,20.6,44.6,432,WU,26.95,467.3900757,5.521369934082
air_purifier,2023-12-13 14:43:45,Wednesday,34.14,1.68,20.5,44.7,0,WU,90.87,467.3900757,5.521369934082
air_purifier,2023-12-13 14:43:56,Wednesday,34.14,1.63,20.6,44.8,0,WU,16.99,467.3900757,5.521369934082
air_purifier,2023-12-13 14:44:06,Wednesday,34.14,1.63,20.5,44.8,0,WU,16.99,465.0202637,5.4948043823242
air_purifier,2023-12-13 14:44:16,Wednesday,33.58,1.63,20.6,44.8,0,WU,20.31,465.0202637,5.4948043823242
air_purifier,2023-12-13 14:44:26,Wednesday,34.14,1.63,20.6,44.8,0,WU,16.99,465.0202637,5.4948043823242
air_purifier,2023-12-13 14:44:36,Wednesday,34.14,1.63,20.6,44.9,0,WU,11.18,465.0202637,5.4948043823242
air_purifier,2023-12-13 14:44:46,Wednesday,33.58,1.63,20.6,44.9,0,WU,490.19,465.0202637,5.4948043823242
air_purifier,2023-12-13 14:44:56,Wednesday,33.03,1.63,20.6,45.2,0,WU,490.19,465.0202637,5.4948043823242
air_purifier,2023-12-13 14:45:06,Wednesday,31.96,1.63,20.6,45,0,WU,489.36,463.5906982,5.4644241333008
air_purifier,2023-12-13 14:45:16,Wednesday,33.58,1.63,20.6,45,0,WU,491.02,463.5906982,5.4644241333008
air_purifier,2023-12-13 14:45:26,Wednesday,34.71,1.68,20.6,44.9,432,WU,491.02,463.5906982,5.4644241333008
air_purifier,2023-12-13 14:45:36,Wednesday,35.29,1.63,20.6,44.9,432,WU,491.02,463.5906982,5.4644241333008
air_purifier,2023-12-13 14:45:46,Wednesday,34.14,1.68,20.6,45,432,WU,491.02,463.5906982,5.4644241333008
air_purifier,2023-12-13 14:45:56,Wednesday,34.71,1.68,20.6,45,432,WU,490.19,463.5906982,5.4644241333008
air_purifier,2023-12-13 14:46:06,Wednesday,34.71,1.73,20.6,45.1,432,WU,490.19,463.7277222,5.4318885803223
air_purifier,2023-12-13 14:46:16,Wednesday,35.29,1.63,20.6,45.2,432,WU,491.02,463.7277222,5.4318885803223
air_purifier,2023-12-13 14:46:26,Wednesday,34.14,1.68,20.6,45.2,432,WU,16.99,463.7277222,5.4318885803223
air_purifier,2023-12-13 14:46:36,Wednesday,33.58,1.63,20.6,45,432,WU,21.97,463.7277222,5.4318885803223
air_purifier,2023-12-13 14:46:51,Wednesday,35.88,1.68,20.7,45.1,0,WU,91.7,463.7277222,5.4318885803223
air_purifier,2023-12-13 14:47:01,Wednesday,37.08,1.68,20.7,45.1,0,WU,24.46,464.5280151,5.4230422973633
air_purifier,2023-12-13 14:47:11,Wednesday,36.47,1.68,20.7,45.1,0,WU,26.95,464.5280151,5.4230422973633
air_purifier,2023-12-13 14:47:21,Wednesday,35.88,1.68,20.7,45,0,WU,18.65,464.5280151,5.4230422973633
air_purifier,2023-12-13 14:47:32,Wednesday,37.08,1.68,20.7,45,0,WU,490.19,464.5280151,5.4230422973633
air_purifier,2023-12-13 14:47:42,Wednesday,37.08,1.73,20.7,45,0,WU,491.02,464.5280151,5.4230422973633
air_purifier,2023-12-13 14:47:52,Wednesday,35.29,1.63,20.7,45.3,0,WU,491.02,464.5280151,5.4230422973633
air_purifier,2023-12-13 14:52:53,Wednesday,36.47,1.63,20.9,45,446,WU,491.85,467.4729004,5.3916206359863
air_purifier,2023-12-13 14:53:04,Wednesday,37.69,1.68,20.9,45,445,WU,151.51,468.1898804,5.3964385986328
air_purifier,2023-12-13 14:53:14,Wednesday,37.08,1.68,20.9,45.2,446,WU,21.97,468.1898804,5.3964385986328
air_purifier,2023-12-13 14:53:24,Wednesday,35.88,1.63,20.8,45.4,445,WU,12.84,468.1898804,5.3964385986328
air_purifier,2023-12-13 14:53:34,Wednesday,35.88,1.68,20.9,45.4,450,WU,21.97,468.1898804,5.3964385986328
air_purifier,2023-12-13 14:53:44,Wednesday,35.88,1.63,20.9,45.2,453,WU,21.14,468.1898804,5.3964385986328
air_purifier,2023-12-13 14:53:54,Wednesday,35.29,1.68,20.9,45.1,455,WU,19.48,468.1898804,5.3964385986328
air_purifier,2023-12-13 14:54:04,Wednesday,36.47,1.68,20.9,45.1,456,WU,29.44,468.614563,5.3924140930176
air_purifier,2023-12-13 14:54:14,Wednesday,36.47,1.63,20.9,45.1,456,WU,13.67,468.614563,5.3924140930176
air_purifier,2023-12-13 14:54:24,Wednesday,37.08,1.68,20.9,44.9,456,WU,15.33,468.614563,5.3924140930176
air_purifier,2023-12-13 14:54:34,Wednesday,35.88,1.68,20.9,44.9,461,WU,31.1,468.614563,5.3924140930176
air_purifier,2023-12-13 14:54:45,Wednesday,35.88,1.63,20.9,44.9,463,WU,25.29,468.614563,5.3924140930176
air_purifier,2023-12-13 14:54:55,Wednesday,35.88,1.68,20.9,45,459,WU,14.5,468.614563,5.3924140930176
air_purifier,2023-12-13 14:55:05,Wednesday,37.08,1.73,20.9,45.4,460,WU,14.5,466.9572144,5.3899459838867
air_purifier,2023-12-13 14:55:15,Wednesday,37.08,1.73,20.9,45.8,460,WU,4.54,466.9572144,5.3899459838867
air_purifier,2023-12-13 14:55:25,Wednesday,37.69,1.73,20.9,45.5,462,WU,18.65,466.9572144,5.3899459838867
air_purifier,2023-12-13 14:55:35,Wednesday,37.08,1.73,20.9,45.7,462,WU,16.16,466.9572144,5.3899459838867
air_purifier,2023-12-13 14:55:45,Wednesday,38.95,1.73,21,45.4,463,WU,6.2,466.9572144,5.3899459838867
air_purifier,2023-12-13 14:55:55,Wednesday,38.31,1.73,21,45.2,464,WU,12.84,466.9572144,5.3899459838867
air_purifier,2023-12-13 14:56:05,Wednesday,38.31,1.68,21,45.1,466,WU,15.33,466.1752319,5.3737106323242
air_purifier,2023-12-13 14:56:15,Wednesday,38.31,1.73,21,45,467,WU,19.48,466.1752319,5.3737106323242
air_purifier,2023-12-13 14:56:25,Wednesday,38.31,1.73,21,45,466,WU,12.84,466.1752319,5.3737106323242
air_purifier,2023-12-13 14:56:35,Wednesday,37.69,1.73,21,45,469,WU,13.67,466.1752319,5.3737106323242
air_purifier,2023-12-13 14:56:45,Wednesday,37.69,1.68,21.1,44.9,468,WU,7.86,466.1752319,5.3737106323242
air_purifier,2023-12-13 14:56:55,Wednesday,38.31,1.73,21.1,44.9,466,WU,18.65,466.1752319,5.3737106323242
air_purifier,2023-12-13 14:57:05,Wednesday,40.25,1.68,21.1,44.8,465,WU,491.02,464.8713989,5.3659172058105
air_purifier,2023-12-13 14:57:15,Wednesday,40.25,1.68,21.1,45.3,464,WU,13.67,464.8713989,5.3659172058105
air_purifier,2023-12-13 14:57:26,Wednesday,38.95,1.68,21.1,45.5,460,WU,12.84,464.8713989,5.3659172058105
air_purifier,2023-12-13 14:57:36,Wednesday,38.31,1.68,21.1,45.5,457,WU,27.78,464.8713989,5.3659172058105
air_purifier,2023-12-13 14:57:46,Wednesday,38.95,1.68,21.1,45.2,452,WU,21.97,464.8713989,5.3659172058105
air_purifier,2023-12-13 14:57:56,Wednesday,37.69,1.68,21.1,45.1,449,WU,26.95,464.8713989,5.3659172058105
air_purifier,2023-12-13 14:58:06,Wednesday,38.31,1.68,21.1,45,448,WU,16.99,464.9700317,5.3762664794922
air_purifier,2023-12-13 14:58:16,Wednesday,37.69,1.68,21.1,44.9,447,WU,27.78,464.9700317,5.3762664794922
air_purifier,2023-12-13 14:58:26,Wednesday,38.95,1.68,21.2,44.8,446,WU,22.8,464.9700317,5.3762664794922
air_purifier,2023-12-13 14:58:36,Wednesday,38.95,1.68,21.2,44.7,446,WU,20.31,464.9700317,5.3762664794922
air_purifier,2023-12-13 14:58:46,Wednesday,39.59,1.68,21.2,45,443,WU,20.31,464.9700317,5.3762664794922
air_purifier,2023-12-13 14:58:56,Wednesday,39.59,1.68,21.2,45,442,WU,14.5,464.9700317,5.3762664794922
air_purifier,2023-12-13 14:59:06,Wednesday,38.95,1.68,21.3,45,443,WU,12.84,465.3016968,5.3849258422852
air_purifier,2023-12-13 14:59:16,Wednesday,39.59,1.68,21.3,44.9,443,WU,14.5,465.3016968,5.3849258422852
air_purifier,2023-12-13 15:04:52,Wednesday,39.59,1.73,21.2,45,0,WU,90.87,467.6297607,5.509895324707
air_purifier,2023-12-13 15:05:02,Wednesday,39.59,1.68,21.2,45.1,0,WU,19.48,467.0996094,5.5513458251953
air_purifier,2023-12-13 15:05:12,Wednesday,39.59,1.68,21.2,45.1,0,WU,26.95,467.0996094,5.5513458251953
air_purifier,2023-12-13 15:05:22,Wednesday,39.59,1.68,21.2,45.1,0,WU,9.52,467.0996094,5.5513458251953
air_purifier,2023-12-13 15:05:32,Wednesday,39.59,1.68,21.2,45.1,0,WU,16.99,467.0996094,5.5513458251953
air_purifier,2023-12-13 15:05:43,Wednesday,38.95,1.68,21.1,45.1,0,WU,15.33,467.0996094,5.5513458251953
air_purifier,2023-12-13 15:05:53,Wednesday,37.69,1.68,21.1,45.1,0,WU,15.33,467.0996094,5.5513458251953
air_purifier,2023-12-13 15:06:03,Wednesday,38.31,1.63,21.1,45.1,0,WU,31.1,467.7420654,5.5863647460937
air_purifier,2023-12-13 15:06:13,Wednesday,38.95,1.68,21.1,45.1,0,WU,28.61,467.7420654,5.5863647460937
air_purifier,2023-12-13 15:06:23,Wednesday,38.31,1.68,21.1,45.2,0,WU,21.14,467.7420654,5.5863647460937
air_purifier,2023-12-13 15:06:33,Wednesday,37.69,1.68,21.1,45.2,432,WU,28.61,467.7420654,5.5863647460937
air_purifier,2023-12-13 15:06:43,Wednesday,37.08,1.68,21.1,45.2,432,WU,20.31,467.7420654,5.5863647460937
air_purifier,2023-12-13 15:06:53,Wednesday,37.08,1.68,21.1,45.3,432,WU,16.16,467.7420654,5.5863647460937
air_purifier,2023-12-13 15:07:03,Wednesday,37.08,1.68,21.1,45.4,432,WU,29.44,467.7855225,5.6120147705078
air_purifier,2023-12-13 15:07:13,Wednesday,37.69,1.68,21.1,45.4,432,WU,16.99,467.7855225,5.6120147705078
air_purifier,2023-12-13 15:07:23,Wednesday,37.08,1.78,21.1,45.4,432,WU,491.02,467.7855225,5.6120147705078
air_purifier,2023-12-13 15:07:34,Wednesday,37.69,1.73,21.1,45.3,432,WU,491.85,467.7855225,5.6120147705078
air_purifier,2023-12-13 15:07:44,Wednesday,37.08,1.73,21.1,45.5,433,WU,12.01,467.7855225,5.6120147705078
air_purifier,2023-12-13 15:07:54,Wednesday,35.88,1.68,21.1,45.7,433,WU,23.63,467.7855225,5.6120147705078
air_purifier,2023-12-13 15:08:04,Wednesday,36.47,1.78,21.1,45.8,432,WU,24.46,468.0404053,5.6383056640625
air_purifier,2023-12-13 15:08:14,Wednesday,36.47,1.73,21.1,45.7,432,WU,12.84,468.0404053,5.6383056640625
air_purifier,2023-12-13 15:08:24,Wednesday,37.08,1.73,21.1,45.5,433,WU,16.99,468.0404053,5.6383056640625
air_purifier,2023-12-13 15:08:34,Wednesday,37.69,1.82,21.1,45.4,433,WU,24.46,468.0404053,5.6383056640625
air_purifier,2023-12-13 15:08:44,Wednesday,38.31,1.87,21.1,45.9,435,WU,20.31,468.0404053,5.6383056640625
air_purifier,2023-12-13 15:08:54,Wednesday,37.08,1.87,21.2,45.7,434,WU,9.52,468.0404053,5.6383056640625
air_purifier,2023-12-13 15:09:24,Wednesday,38.95,1.87,21.2,45.5,432,WU,19.48,468.2014771,5.6512985229492
air_purifier,2023-12-13 15:09:34,Wednesday,39.59,1.87,21.2,45.5,432,WU,3.76,468.2014771,5.6512985229492
air_purifier,2023-12-13 15:09:44,Wednesday,40.25,1.87,21.2,45.5,434,WU,29.44,468.2014771,5.6512985229492
air_purifier,2023-12-13 15:09:54,Wednesday,39.59,1.92,21.2,45.5,436,WU,14.5,468.2014771,5.6512985229492
air_purifier,2023-12-13 15:10:04,Wednesday,40.25,1.92,21.2,45.4,437,WU,15.33,466.4616089,5.664134979248
air_purifier,2023-12-13 15:10:14,Wednesday,39.59,1.92,21.2,45.3,439,WU,25.29,466.4616089,5.664134979248
air_purifier,2023-12-13 15:10:24,Wednesday,40.25,1.87,21.2,45.4,440,WU,16.99,466.4616089,5.664134979248
air_purifier,2023-12-13 15:10:34,Wednesday,40.91,1.87,21.2,45.4,445,WU,17.82,466.4616089,5.664134979248
air_purifier,2023-12-13 15:10:45,Wednesday,40.25,1.92,21.2,45.6,447,WU,16.16,466.4616089,5.664134979248
air_purifier,2023-12-13 15:10:55,Wednesday,39.59,1.87,21.3,45.6,444,WU,17.82,466.4616089,5.664134979248
air_purifier,2023-12-13 15:11:05,Wednesday,40.25,1.87,21.3,45.5,444,WU,1.22,466.3032837,5.6780586242676
air_purifier,2023-12-13 15:11:15,Wednesday,39.59,1.92,21.3,45.4,444,WU,10.35,466.3032837,5.6780586242676
air_purifier,2023-12-13 15:11:25,Wednesday,39.59,1.87,21.2,45.4,444,WU,16.16,466.3032837,5.6780586242676
air_purifier,2023-12-13 15:11:35,Wednesday,40.25,1.87,21.2,45.5,443,WU,26.95,466.3032837,5.6780586242676
air_purifier,2023-12-13 15:11:45,Wednesday,40.25,1.87,21.2,45.5,444,WU,22.8,466.3032837,5.6780586242676
air_purifier,2023-12-13 15:11:55,Wednesday,40.25,1.87,21.2,45.5,443,WU,20.31,466.3032837,5.6780586242676
air_purifier,2023-12-13 15:12:05,Wednesday,40.91,1.87,21.2,45.5,443,WU,18.65,466.5450439,5.6847991943359
air_purifier,2023-12-13 15:12:15,Wednesday,40.91,1.87,21.2,45.5,443,WU,16.99,466.5450439,5.6847991943359
air_purifier,2023-12-13 15:12:25,Wednesday,40.91,1.92,21.3,45.5,444,WU,8.69,466.5450439,5.6847991943359
air_purifier,2023-12-13 15:12:35,Wednesday,40.91,1.92,21.3,45.6,448,WU,7.86,466.5450439,5.6847991943359
air_purifier,2023-12-13 15:12:45,Wednesday,40.91,1.92,21.3,45.5,447,WU,26.12,466.5450439,5.6847991943359
air_purifier,2023-12-13 15:12:55,Wednesday,40.25,1.87,21.3,45.5,447,WU,9.52,466.5450439,5.6847991943359
air_purifier,2023-12-13 15:13:06,Wednesday,40.25,1.87,21.3,45.5,447,WU,12.01,466.8516235,5.6936988830566
air_purifier,2023-12-13 15:13:16,Wednesday,40.91,1.92,21.3,45.5,446,WU,17.82,466.8516235,5.6936988830566
air_purifier,2023-12-13 15:13:26,Wednesday,40.25,1.87,21.3,45.5,444,WU,20.31,466.8516235,5.6936988830566
air_purifier,2023-12-13 15:13:36,Wednesday,40.91,1.92,21.3,45.5,445,WU,20.31,466.8516235,5.6936988830566
air_purifier,2023-12-13 15:13:46,Wednesday,40.91,1.87,21.3,45.6,445,WU,18.65,466.8516235,5.6936988830566
air_purifier,2023-12-13 15:13:56,Wednesday,39.59,1.87,21.3,45.6,445,WU,20.31,466.8516235,5.6936988830566
air_purifier,2023-12-13 15:14:06,Wednesday,40.91,1.87,21.2,45.5,443,WU,22.8,466.6731567,5.7046394348144
air_purifier,2023-12-13 15:14:16,Wednesday,40.91,1.92,21.2,45.5,442,WU,16.99,466.6731567,5.7046394348144
air_purifier,2023-12-13 15:14:26,Wednesday,40.91,1.87,21.2,45.6,443,WU,31.93,466.6731567,5.7046394348144
air_purifier,2023-12-13 15:14:36,Wednesday,40.91,1.87,21.3,45.6,443,WU,14.5,466.6731567,5.7046394348144
air_purifier,2023-12-13 15:14:46,Wednesday,40.91,1.87,21.2,45.6,442,WU,5.37,466.6731567,5.7046394348144
air_purifier,2023-12-13 15:14:57,Wednesday,40.25,1.92,21.3,45.7,443,WU,24.46,466.6731567,5.7046394348144
air_purifier,2023-12-13 15:33:28,Wednesday,37.08,1.87,21.1,46.4,467,WU,13.67,474.8634033,5.9628601074219
air_purifier,2023-12-13 15:33:38,Wednesday,37.08,1.87,21.1,46.3,467,WU,17.82,474.8634033,5.9628601074219
air_purifier,2023-12-13 15:33:48,Wednesday,36.47,1.92,21.1,46.3,469,WU,17.82,474.8634033,5.9628601074219
air_purifier,2023-12-13 15:33:58,Wednesday,36.47,1.87,21.1,46.2,469,WU,20.31,474.8634033,5.9628601074219
air_purifier,2023-12-13 15:34:08,Wednesday,37.69,1.87,21.1,46.1,472,WU,16.99,476.3533936,6.0287704467773
air_purifier,2023-12-13 15:34:54,Wednesday,22.91,1.92,20.8,45.6,0,WU,87.55,476.3533936,6.0287704467773
air_purifier,2023-12-13 15:35:04,Wednesday,22.91,1.92,20.8,45.7,0,WU,3.76,477.1938477,6.1287040710449
air_purifier,2023-12-13 15:35:15,Wednesday,23.69,1.87,20.8,45.7,0,WU,16.99,477.1938477,6.1287040710449
air_purifier,2023-12-13 15:35:25,Wednesday,23.3,1.87,20.8,45.7,0,WU,9.52,477.1938477,6.1287040710449
air_purifier,2023-12-13 15:35:35,Wednesday,23.3,1.92,20.8,45.8,0,WU,17.82,477.1938477,6.1287040710449
air_purifier,2023-12-13 15:35:45,Wednesday,23.3,1.87,20.8,45.7,0,WU,19.48,477.1938477,6.1287040710449
air_purifier,2023-12-13 15:35:55,Wednesday,22.16,1.87,20.8,45.5,0,WU,13.67,477.1938477,6.1287040710449
