Device_type,Date_time,D_Week,Voc,CO,Temp,Humi,CO2,CO2_s,PM,,
air_purifier,2023-12-05 18:18,Tuesday,1299.69,2.19,19.2,28.1,0,WU,0,,
air_purifier,2023-12-05 18:23,Tuesday,351.28,2.01,19.2,26.6,0,WU,0,,
air_purifier,2023-12-05 18:24,Tuesday,334.45,2.01,19.2,26.9,0,WU,0,,
air_purifier,2023-12-05 18:25,Tuesday,322.23,2.01,19.2,27,0,WU,0,,
air_purifier,2023-12-05 18:26,Tuesday,314.27,2.01,19.2,26.9,0,WU,0,,
air_purifier,2023-12-05 18:27,Tuesday,310.34,2.01,19.2,26.7,0,WU,0,,
air_purifier,2023-12-05 18:28,Tuesday,314.27,2.01,19.2,26.7,0,WU,0,,
air_purifier,2023-12-05 18:29,Tuesday,310.34,2.01,19.2,26.7,0,WU,0,,
air_purifier,2023-12-05 18:30,Tuesday,306.45,2.01,19.2,26.7,0,WU,0,,
air_purifier,2023-12-05 18:31,Tuesday,302.6,2.01,19.2,26.6,0,WU,0,,
air_purifier,2023-12-05 18:32,Tuesday,302.6,2.01,19.2,26.6,0,WU,0,,
air_purifier,2023-12-06 11:24,Wednesday,1407.23,3.01,20.5,36.1,442,WU,0,,
air_purifier,2023-12-06 11:25,Wednesday,1371.96,2.97,20.6,36.3,438,WU,0,,
air_purifier,2023-12-06 11:26,Wednesday,1292.36,3.01,20.5,36.3,432,WU,0,,
air_purifier,2023-12-06 11:27,Wednesday,1299.69,3.01,20.6,36.3,432,WU,0,,
air_purifier,2023-12-06 11:28,Wednesday,1262.87,2.97,20.6,36.3,432,WU,0,,
air_purifier,2023-12-06 11:29,Wednesday,1240.6,2.97,20.6,36.2,432,WU,0,,
air_purifier,2023-12-06 11:30,Wednesday,1233.16,3.01,20.6,36.2,432,WU,0,,
air_purifier,2023-12-06 11:31,Wednesday,1165.74,3.01,20.6,36.2,432,WU,0,,
air_purifier,2023-12-06 11:32,Wednesday,1143.15,3.01,20.6,36.3,432,WU,0,,
air_purifier,2023-12-06 11:33,Wednesday,1113,2.97,20.6,36.4,432,WU,0,,
air_purifier,2023-12-06 11:34,Wednesday,1090.39,2.97,20.6,36.4,432,WU,0,,
air_purifier,2023-12-06 11:35,Wednesday,1060.27,2.97,20.6,36.4,435,WU,0,,
air_purifier,2023-12-06 11:36,Wednesday,1060.27,2.97,20.6,36.5,445,WU,0,,
air_purifier,2023-12-06 11:37,Wednesday,1060.27,2.97,20.6,36.6,454,WU,0,,
air_purifier,2023-12-06 11:38,Wednesday,1045.23,2.85,20.6,36.6,460,WU,0,,
air_purifier,2023-12-06 11:39,Wednesday,977.93,2.81,20.6,36.6,446,WU,0,,
air_purifier,2023-12-06 11:40,Wednesday,875.22,2.77,20.6,36.6,432,WU,0,,
air_purifier,2023-12-06 11:41,Wednesday,868.01,2.73,20.6,36.5,432,WU,0,,
air_purifier,2023-12-06 11:42,Wednesday,846.5,2.77,20.6,36.4,432,WU,0,,
air_purifier,2023-12-06 11:43,Wednesday,818.12,2.69,20.6,36.3,432,WU,0,,
air_purifier,2023-12-06 11:44,Wednesday,818.12,2.77,20.6,36.3,432,WU,0,,
air_purifier,2023-12-06 11:45,Wednesday,825.19,2.73,20.7,36.4,432,WU,0,,
air_purifier,2023-12-06 11:46,Wednesday,832.27,2.73,20.6,36.4,432,WU,0,,
air_purifier,2023-12-06 11:47,Wednesday,735.31,2.69,20.7,36.5,432,WU,0,,
air_purifier,2023-12-06 11:48,Wednesday,701.96,2.69,20.6,36.5,432,WU,0,,
air_purifier,2023-12-06 11:49,Wednesday,612.71,2.73,20.6,36.5,432,WU,0,,
air_purifier,2023-12-06 11:50,Wednesday,588.4,2.73,20.7,36.6,434,WU,0,,
air_purifier,2023-12-06 11:51,Wednesday,594.42,2.73,20.7,36.5,446,WU,0,,
air_purifier,2023-12-06 11:52,Wednesday,618.87,2.77,20.6,36.5,446,WU,0,,
air_purifier,2023-12-06 11:53,Wednesday,631.3,2.77,20.7,36.6,0,WU,0,,
air_purifier,2023-12-06 11:54,Wednesday,618.87,2.73,20.6,36.6,0,WU,0,,
air_purifier,2023-12-06 11:55,Wednesday,643.86,2.77,20.7,36.4,0,WU,0,,
air_purifier,2023-12-06 11:56,Wednesday,618.87,2.73,20.7,36.4,0,WU,0,,
air_purifier,2023-12-06 11:57,Wednesday,643.86,2.73,20.6,36.4,0,WU,0,,
air_purifier,2023-12-06 11:58,Wednesday,600.48,2.69,20.7,36.4,0,WU,0,,
air_purifier,2023-12-06 11:59,Wednesday,612.71,2.73,20.7,36.4,0,WU,0,,
air_purifier,2023-12-06 12:00,Wednesday,594.42,2.73,20.7,36.4,0,WU,0,,
air_purifier,2023-12-06 12:01,Wednesday,582.41,2.73,20.7,36.6,0,WU,0,,
air_purifier,2023-12-06 12:02,Wednesday,606.58,2.73,20.7,36.5,0,WU,0,,
air_purifier,2023-12-06 12:03,Wednesday,576.46,2.73,20.7,36.4,432,WU,0,,
air_purifier,2023-12-06 12:04,Wednesday,552.99,2.73,20.7,36.4,432,WU,0,,
air_purifier,2023-12-06 12:05,Wednesday,541.48,2.73,20.7,36.5,432,WU,0,,
air_purifier,2023-12-06 12:06,Wednesday,541.48,2.73,20.6,36.5,432,WU,0,,
air_purifier,2023-12-06 12:07,Wednesday,491.48,2.73,20.7,36.5,432,WU,0,,
air_purifier,2023-12-06 12:08,Wednesday,496.89,2.73,20.7,36.4,432,WU,0,,
air_purifier,2023-12-06 12:09,Wednesday,491.48,2.69,20.7,36.4,433,WU,0,,
air_purifier,2023-12-06 12:10,Wednesday,480.79,2.73,20.7,36.4,435,WU,0,,
air_purifier,2023-12-06 12:11,Wednesday,465.02,2.73,20.6,36.4,438,WU,0,,
air_purifier,2023-12-06 12:12,Wednesday,459.84,2.73,20.7,36.4,443,WU,0,,
air_purifier,2023-12-06 12:13,Wednesday,439.51,2.73,20.7,36.4,443,WU,0,,
air_purifier,2023-12-06 12:14,Wednesday,429.57,2.73,20.6,36.4,441,WU,0,,
air_purifier,2023-12-06 12:15,Wednesday,444.53,2.73,20.7,36.4,438,WU,0,,
air_purifier,2023-12-06 12:16,Wednesday,414.95,2.69,20.6,36.5,439,WU,0,,
air_purifier,2023-12-06 12:17,Wednesday,414.95,2.69,20.7,36.7,436,WU,0,,
air_purifier,2023-12-06 12:18,Wednesday,424.66,2.69,20.6,36.7,432,WU,0,,
air_purifier,2023-12-06 12:19,Wednesday,410.15,2.69,20.7,36.8,433,WU,0,,
air_purifier,2023-12-06 12:20,Wednesday,419.79,2.45,20.7,37.1,432,WU,0,,
air_purifier,2023-12-06 12:21,Wednesday,391.35,2.36,20.7,37,432,WU,0,,
air_purifier,2023-12-06 12:22,Wednesday,377.65,1.78,20.7,36.8,433,WU,0,,
air_purifier,2023-12-06 12:23,Wednesday,400.68,1.78,20.7,36.7,433,WU,0,,
air_purifier,2023-12-06 12:24,Wednesday,486.12,1.78,20.7,36.6,434,WU,0,,
air_purifier,2023-12-06 12:25,Wednesday,386.75,1.82,20.7,36.5,435,WU,0,,
air_purifier,2023-12-06 12:26,Wednesday,377.65,1.82,20.7,36.4,432,WU,0,,
air_purifier,2023-12-06 12:27,Wednesday,359.92,1.78,20.7,36.4,432,WU,0,,
air_purifier,2023-12-06 12:28,Wednesday,347.02,1.82,20.7,36.4,433,WU,0,,
air_purifier,2023-12-06 12:29,Wednesday,334.45,1.82,20.7,36.5,432,WU,0,,
air_purifier,2023-12-06 12:30,Wednesday,338.6,1.58,20.7,36.5,432,WU,0,,
air_purifier,2023-12-06 12:31,Wednesday,355.58,1.58,20.7,36.9,432,WU,0,,
air_purifier,2023-12-06 12:32,Wednesday,347.02,1.68,20.7,37.6,432,WU,0,,
air_purifier,2023-12-06 12:33,Wednesday,338.6,1.68,20.7,38.4,432,WU,0,,
air_purifier,2023-12-06 12:34,Wednesday,330.34,1.63,20.8,37.5,432,WU,0,,
air_purifier,2023-12-06 12:35,Wednesday,338.6,1.63,20.8,36.9,432,WU,0,,
air_purifier,2023-12-06 12:36,Wednesday,330.34,1.63,20.8,36.8,432,WU,0,,
air_purifier,2023-12-06 12:37,Wednesday,322.23,1.58,20.8,36.8,432,WU,0,,
air_purifier,2023-12-06 12:38,Wednesday,322.23,1.58,20.8,36.8,432,WU,0,,
air_purifier,2023-12-06 12:39,Wednesday,334.45,1.63,20.8,36.7,432,WU,0,,
air_purifier,2023-12-06 12:40,Wednesday,314.27,1.68,20.8,36.6,432,WU,0,,
air_purifier,2023-12-06 12:41,Wednesday,318.23,1.63,20.8,36.7,432,WU,0,,
air_purifier,2023-12-06 12:42,Wednesday,310.34,1.63,20.8,36.7,432,WU,0,,
air_purifier,2023-12-06 12:43,Wednesday,298.78,1.63,20.8,36.7,432,WU,0,,
air_purifier,2023-12-06 12:44,Wednesday,291.26,1.63,20.8,36.6,432,WU,0,,
air_purifier,2023-12-06 12:45,Wednesday,291.26,1.63,20.9,36.5,432,WU,0,,
air_purifier,2023-12-06 12:46,Wednesday,283.89,1.58,20.8,36.5,432,WU,0,,
air_purifier,2023-12-06 12:47,Wednesday,283.89,1.63,20.8,36.4,432,WU,0,,
air_purifier,2023-12-06 12:48,Wednesday,287.56,1.58,20.9,36.5,432,WU,0,,
air_purifier,2023-12-06 12:49,Wednesday,287.56,1.63,20.8,36.5,432,WU,0,,
air_purifier,2023-12-06 12:50,Wednesday,280.25,1.63,20.8,36.5,432,WU,0,,
air_purifier,2023-12-06 12:51,Wednesday,276.65,1.47,20.8,36.6,432,WU,0,,
air_purifier,2023-12-06 12:52,Wednesday,269.56,1.63,20.8,36.7,433,WU,0,,
air_purifier,2023-12-06 12:53,Wednesday,269.56,1.58,20.8,36.6,432,WU,0,,
air_purifier,2023-12-06 12:54,Wednesday,269.56,1.63,20.8,36.4,432,WU,0,,
air_purifier,2023-12-06 12:55,Wednesday,266.07,1.63,20.8,36.4,433,WU,0,,
air_purifier,2023-12-06 12:56,Wednesday,269.56,1.63,20.8,36.3,434,WU,0,,
air_purifier,2023-12-06 12:57,Wednesday,266.07,1.63,20.8,36.3,435,WU,0,,
air_purifier,2023-12-06 12:58,Wednesday,259.19,1.58,20.8,36.4,434,WU,0,,
air_purifier,2023-12-06 12:59,Wednesday,262.61,1.58,20.8,36.3,434,WU,0,,
air_purifier,2023-12-06 13:00,Wednesday,259.19,1.63,20.8,36.4,434,WU,0,,
air_purifier,2023-12-06 13:01,Wednesday,255.81,1.58,20.8,36.4,435,WU,0,,
air_purifier,2023-12-06 13:02,Wednesday,249.14,1.63,20.8,36.4,435,WU,0,,
air_purifier,2023-12-06 13:03,Wednesday,259.19,1.58,20.8,36.4,436,WU,0,,
air_purifier,2023-12-06 13:04,Wednesday,252.45,1.63,20.8,36.4,436,WU,0,,
air_purifier,2023-12-06 13:05,Wednesday,249.14,1.63,20.8,36.5,435,WU,0,,
air_purifier,2023-12-06 13:06,Wednesday,252.45,1.63,20.8,36.5,435,WU,0,,
air_purifier,2023-12-06 13:07,Wednesday,249.14,1.63,20.8,36.6,436,WU,0,,
air_purifier,2023-12-06 13:08,Wednesday,249.14,1.58,20.8,36.5,435,WU,0,,
air_purifier,2023-12-06 13:09,Wednesday,245.85,1.58,20.8,36.6,435,WU,0,,
air_purifier,2023-12-06 13:10,Wednesday,239.39,1.68,20.8,36.6,435,WU,0,,
air_purifier,2023-12-06 13:11,Wednesday,245.85,1.63,20.8,36.6,433,WU,0,,
air_purifier,2023-12-06 13:12,Wednesday,245.85,1.58,20.8,36.6,432,WU,0,,
air_purifier,2023-12-06 13:13,Wednesday,239.39,1.63,20.8,36.7,433,WU,0,,
air_purifier,2023-12-06 13:14,Wednesday,239.39,1.63,20.8,36.6,433,WU,0,,
air_purifier,2023-12-06 13:15,Wednesday,236.21,1.68,20.8,36.7,433,WU,0,,
air_purifier,2023-12-06 13:16,Wednesday,233.06,1.58,20.8,36.6,432,WU,0,,
air_purifier,2023-12-06 13:17,Wednesday,226.87,1.58,20.8,36.6,432,WU,0,,
air_purifier,2023-12-06 13:18,Wednesday,226.87,1.63,20.8,36.7,432,WU,0,,
air_purifier,2023-12-06 13:19,Wednesday,220.81,1.58,20.8,36.6,432,WU,0,,
air_purifier,2023-12-06 13:20,Wednesday,217.83,1.58,20.8,36.7,432,WU,0,,
air_purifier,2023-12-06 13:21,Wednesday,214.88,1.63,20.8,36.6,432,WU,0,,
air_purifier,2023-12-06 13:22,Wednesday,200.61,1.58,20.8,36.6,433,WU,0,,
air_purifier,2023-12-06 13:23,Wednesday,192.43,1.58,20.8,36.6,433,WU,0,,
air_purifier,2023-12-06 13:24,Wednesday,187.13,1.58,20.8,36.6,432,WU,0,,
air_purifier,2023-12-06 13:25,Wednesday,181.96,1.63,20.8,36.6,432,WU,0,,
air_purifier,2023-12-06 13:26,Wednesday,189.77,1.63,20.8,36.5,432,WU,0,,
air_purifier,2023-12-06 13:27,Wednesday,189.77,1.58,20.8,36.5,432,WU,0,,
air_purifier,2023-12-06 13:28,Wednesday,189.77,1.58,20.8,36.5,432,WU,0,,
air_purifier,2023-12-06 13:29,Wednesday,184.53,1.58,20.8,36.5,432,WU,0,,
air_purifier,2023-12-06 13:30,Wednesday,181.96,1.63,20.8,36.4,432,WU,0,,
air_purifier,2023-12-06 13:31,Wednesday,176.9,1.63,20.8,36.4,432,WU,0,,
air_purifier,2023-12-06 13:32,Wednesday,184.53,1.63,20.8,36.5,432,WU,0,,
air_purifier,2023-12-06 13:33,Wednesday,181.96,1.58,20.8,36.4,432,WU,0,,
air_purifier,2023-12-06 13:34,Wednesday,176.9,1.63,20.8,36.4,433,WU,0,,
air_purifier,2023-12-06 13:35,Wednesday,176.9,1.58,20.8,36.5,438,WU,0,,
air_purifier,2023-12-06 13:36,Wednesday,176.9,1.63,20.8,36.5,442,WU,0,,
air_purifier,2023-12-06 13:37,Wednesday,174.41,1.63,20.8,36.5,443,WU,0,,
air_purifier,2023-12-06 13:38,Wednesday,171.96,1.58,20.8,36.5,443,WU,0,,
air_purifier,2023-12-06 13:39,Wednesday,171.96,1.58,20.8,36.5,444,WU,0,,
air_purifier,2023-12-06 13:40,Wednesday,169.53,1.63,20.8,36.5,444,WU,0,,
air_purifier,2023-12-06 13:41,Wednesday,169.53,1.58,20.8,36.5,445,WU,0,,
air_purifier,2023-12-06 13:42,Wednesday,174.41,1.58,20.8,36.5,445,WU,0,,
air_purifier,2023-12-06 13:43,Wednesday,174.41,1.58,20.8,36.4,445,WU,0,,
air_purifier,2023-12-06 13:44,Wednesday,174.41,1.63,20.8,36.5,445,WU,0,,
air_purifier,2023-12-06 13:45,Wednesday,171.96,1.58,20.8,36.5,446,WU,0,,
air_purifier,2023-12-06 13:46,Wednesday,171.96,1.63,20.8,36.5,446,WU,0,,
air_purifier,2023-12-06 13:47,Wednesday,169.53,1.58,20.8,36.5,446,WU,0,,
air_purifier,2023-12-06 13:48,Wednesday,169.53,1.58,20.8,36.5,446,WU,0,,
air_purifier,2023-12-06 13:49,Wednesday,167.13,1.58,20.8,36.5,476,WU,0,,
air_purifier,2023-12-06 13:50,Wednesday,164.76,1.58,20.8,36.6,506,WU,0,,
air_purifier,2023-12-06 13:51,Wednesday,164.76,1.58,20.8,36.5,508,WU,0,,
air_purifier,2023-12-06 13:52,Wednesday,162.42,1.58,20.8,36.5,538,WU,0,,
air_purifier,2023-12-06 13:53,Wednesday,162.42,1.58,20.8,36.4,536,WU,0,,
air_purifier,2023-12-06 13:54,Wednesday,162.42,1.58,20.8,36.4,536,WU,0,,
air_purifier,2023-12-06 13:55,Wednesday,162.42,1.58,20.8,36.4,571,WU,0,,
air_purifier,2023-12-06 13:56,Wednesday,164.76,1.63,20.8,36.5,611,WU,0,,
air_purifier,2023-12-06 13:57,Wednesday,162.42,1.53,20.8,36.5,611,WU,0,,
air_purifier,2023-12-06 13:58,Wednesday,162.42,1.58,20.8,36.5,650,WU,0,,
air_purifier,2023-12-06 13:59,Wednesday,162.42,1.63,20.8,36.5,607,WU,0,,
air_purifier,2023-12-06 14:00,Wednesday,162.42,1.58,20.8,36.4,571,WU,0,,
air_purifier,2023-12-06 14:01,Wednesday,160.11,1.63,20.8,36.4,609,WU,0,,
air_purifier,2023-12-06 14:02,Wednesday,160.11,1.58,20.8,36.4,617,WU,0,,
air_purifier,2023-12-06 14:03,Wednesday,160.11,1.63,20.8,36.4,660,WU,0,,
air_purifier,2023-12-06 14:04,Wednesday,160.11,1.63,20.8,36.4,657,WU,0,,
air_purifier,2023-12-06 14:05,Wednesday,157.82,1.63,20.8,36.4,618,WU,0,,
air_purifier,2023-12-06 14:06,Wednesday,157.82,1.63,20.8,36.3,579,WU,0,,
air_purifier,2023-12-06 14:07,Wednesday,157.82,1.58,20.8,36.4,578,WU,0,,
air_purifier,2023-12-06 14:08,Wednesday,160.11,1.63,20.8,36.3,543,WU,0,,
air_purifier,2023-12-06 14:09,Wednesday,155.56,1.58,20.8,36.3,544,WU,0,,
air_purifier,2023-12-06 14:10,Wednesday,151.13,1.63,20.8,36.4,543,WU,0,,
air_purifier,2023-12-06 14:11,Wednesday,153.33,1.58,20.8,36.4,507,WU,0,,
air_purifier,2023-12-06 14:12,Wednesday,153.33,1.58,20.8,36.4,471,WU,0,,
air_purifier,2023-12-06 14:13,Wednesday,151.13,1.63,20.8,36.4,442,WU,0,,
air_purifier,2023-12-06 14:14,Wednesday,151.13,1.58,20.8,36.4,443,WU,0,,
air_purifier,2023-12-06 14:15,Wednesday,151.13,1.58,20.8,36.4,470,WU,0,,
air_purifier,2023-12-06 14:16,Wednesday,151.13,1.58,20.8,36.4,499,WU,0,,
air_purifier,2023-12-06 14:17,Wednesday,148.95,1.63,20.8,36.4,526,WU,0,,
air_purifier,2023-12-06 14:18,Wednesday,151.13,1.58,20.8,36.4,558,WU,0,,
air_purifier,2023-12-06 14:19,Wednesday,151.13,1.58,20.8,36.4,591,WU,0,,
air_purifier,2023-12-06 14:20,Wednesday,153.33,1.58,20.8,36.4,633,WU,0,,
air_purifier,2023-12-06 14:21,Wednesday,148.95,1.63,20.8,36.4,677,WU,0,,
air_purifier,2023-12-06 14:22,Wednesday,148.95,1.58,20.8,36.4,720,WU,0,,
air_purifier,2023-12-06 14:23,Wednesday,146.81,1.58,20.8,36.4,757,WU,0,,
air_purifier,2023-12-06 14:24,Wednesday,148.95,1.58,20.8,36.4,803,WU,0,,
air_purifier,2023-12-06 14:25,Wednesday,146.81,1.58,20.8,36.4,804,WU,0,,
air_purifier,2023-12-06 14:26,Wednesday,146.81,1.58,20.8,36.4,806,WU,0,,
air_purifier,2023-12-06 14:27,Wednesday,144.68,1.63,20.8,36.4,811,WU,0,,
air_purifier,2023-12-06 14:35,Wednesday,71.86,1.63,19.9,38.7,0,WU,34.42,,
air_purifier,2023-12-06 14:36,Wednesday,71.86,1.63,19.9,38.6,0,WU,28.61,,
air_purifier,2023-12-06 14:37,Wednesday,71.86,1.68,19.9,38.6,0,WU,85.06,,
air_purifier,2023-12-06 14:38,Wednesday,75.33,1.68,19.9,38.5,0,WU,34.42,,
air_purifier,2023-12-06 14:39,Wednesday,73,1.68,19.8,38.6,0,WU,31.1,,
air_purifier,2023-12-06 14:40,Wednesday,75.33,1.68,19.9,38.6,0,WU,31.93,,
air_purifier,2023-12-06 14:41,Wednesday,75.33,1.68,19.9,38.6,0,WU,31.93,,
air_purifier,2023-12-06 14:42,Wednesday,75.33,1.68,19.9,38.6,0,WU,27.78,,
air_purifier,2023-12-06 14:43,Wednesday,74.16,1.73,19.9,38.6,0,WU,21.14,,
air_purifier,2023-12-06 14:44,Wednesday,71.86,1.63,19.9,38.6,0,WU,18.65,,
air_purifier,2023-12-06 14:45,Wednesday,76.53,1.68,19.9,38.6,0,WU,32.76,,
air_purifier,2023-12-06 14:46,Wednesday,76.53,1.73,19.9,38.7,0,WU,26.95,,
air_purifier,2023-12-06 14:47,Wednesday,78.96,1.73,19.9,38.7,4727,WU,25.29,,
air_purifier,2023-12-06 14:48,Wednesday,81.47,1.73,19.9,38.7,2619,WU,20.31,,
air_purifier,2023-12-06 14:49,Wednesday,78.96,1.68,19.9,38.7,2610,WU,29.44,,
air_purifier,2023-12-06 14:50,Wednesday,80.21,1.68,19.9,38.7,2605,WU,26.12,,
air_purifier,2023-12-06 14:51,Wednesday,81.47,1.68,19.9,38.7,2608,WU,28.61,,
air_purifier,2023-12-06 14:52,Wednesday,82.75,1.68,19.9,38.7,2611,WU,14.5,,
air_purifier,2023-12-06 14:53,Wednesday,82.75,1.68,19.9,38.7,2613,WU,26.95,,
air_purifier,2023-12-06 14:54,Wednesday,85.36,1.68,19.9,38.7,3417,WU,24.46,,
air_purifier,2023-12-06 14:55,Wednesday,82.75,1.68,19.9,38.7,4723,WU,20.31,,
air_purifier,2023-12-06 14:56,Wednesday,84.05,1.68,19.9,38.7,0,WU,20.31,,
air_purifier,2023-12-06 14:57,Wednesday,84.05,1.73,19.9,38.7,0,WU,21.97,,
air_purifier,2023-12-06 14:58,Wednesday,85.36,1.73,19.9,38.7,0,WU,25.29,,
air_purifier,2023-12-06 14:59,Wednesday,85.36,1.73,19.9,38.7,0,WU,10.35,,
air_purifier,2023-12-06 15:00,Wednesday,86.7,1.68,19.9,38.7,0,WU,36.08,,
air_purifier,2023-12-06 15:01,Wednesday,84.05,1.68,19.9,38.7,0,WU,8.69,,
air_purifier,2023-12-06 15:02,Wednesday,86.7,1.68,19.9,38.7,5810,WU,3.71,,
air_purifier,2023-12-06 15:03,Wednesday,85.36,1.68,19.9,38.7,4282,WU,26.95,,
air_purifier,2023-12-06 15:04,Wednesday,86.7,1.68,19.9,38.7,3155,WU,16.16,,
air_purifier,2023-12-06 15:05,Wednesday,78.96,1.68,19.9,38.8,2311,WU,19.48,,
air_purifier,2023-12-06 15:06,Wednesday,81.47,1.68,19.9,38.8,1789,WU,22.8,,
air_purifier,2023-12-06 15:07,Wednesday,85.36,1.68,19.8,38.8,1410,WU,21.97,,
air_purifier,2023-12-06 15:08,Wednesday,88.05,1.68,19.9,38.8,1467,WU,16.99,,
air_purifier,2023-12-06 15:09,Wednesday,89.42,1.68,19.9,38.8,1610,WU,29.44,,
air_purifier,2023-12-06 15:10,Wednesday,89.42,1.68,19.9,38.9,1524,WU,20.31,,
air_purifier,2023-12-06 15:11,Wednesday,90.81,1.68,19.9,38.9,1498,WU,16.16,,
air_purifier,2023-12-06 15:12,Wednesday,89.42,1.68,19.9,38.8,1559,WU,20.31,,
air_purifier,2023-12-06 15:13,Wednesday,88.05,1.68,19.9,38.9,1619,WU,21.97,,
air_purifier,2023-12-06 15:14,Wednesday,89.42,1.73,19.9,38.9,1685,WU,25.29,,
air_purifier,2023-12-06 15:15,Wednesday,89.42,1.68,19.9,38.9,1775,WU,20.31,,
air_purifier,2023-12-06 15:16,Wednesday,89.42,1.68,19.9,38.9,1764,WU,16.16,,
air_purifier,2023-12-06 15:17,Wednesday,88.05,1.68,19.9,38.9,1771,WU,39.4,,
air_purifier,2023-12-06 15:18,Wednesday,89.42,1.73,19.9,39,1742,WU,21.97,,
air_purifier,2023-12-06 15:19,Wednesday,88.05,1.68,19.9,39,1734,WU,22.8,,
air_purifier,2023-12-06 15:20,Wednesday,89.42,1.68,19.9,39,1744,WU,20.31,,
air_purifier,2023-12-06 15:21,Wednesday,88.05,1.73,19.9,39,1774,WU,27.78,,
air_purifier,2023-12-06 15:22,Wednesday,89.42,1.68,19.9,39,1784,WU,26.95,,
air_purifier,2023-12-06 15:23,Wednesday,90.81,1.68,19.8,39,1784,WU,25.29,,
air_purifier,2023-12-06 15:24,Wednesday,92.23,1.68,19.9,39,1810,WU,27.78,,
air_purifier,2023-12-06 15:25,Wednesday,90.81,1.68,19.9,39,1826,WU,20.31,,
air_purifier,2023-12-06 15:26,Wednesday,90.81,1.68,19.9,39,1873,WU,21.14,,
air_purifier,2023-12-06 15:27,Wednesday,92.23,1.68,19.8,39,1903,WU,15.33,,
air_purifier,2023-12-06 15:28,Wednesday,92.23,1.68,19.9,39,1956,WU,28.61,,
air_purifier,2023-12-06 15:29,Wednesday,92.23,1.68,19.8,39,1955,WU,27.78,,
air_purifier,2023-12-06 15:30,Wednesday,93.66,1.68,19.9,39,1944,WU,25.29,,
air_purifier,2023-12-06 15:31,Wednesday,92.23,1.68,19.9,39,1911,WU,15.33,,
air_purifier,2023-12-06 15:32,Wednesday,93.66,1.68,19.9,39,1875,WU,33.59,,
air_purifier,2023-12-06 15:33,Wednesday,92.23,1.68,19.9,39,1843,WU,17.82,,
air_purifier,2023-12-06 15:34,Wednesday,92.23,1.68,19.9,39,1778,WU,33.59,,
air_purifier,2023-12-06 15:35,Wednesday,92.23,1.68,19.8,39,1715,WU,30.27,,
air_purifier,2023-12-06 15:36,Wednesday,90.81,1.68,19.8,39,1645,WU,16.99,,
air_purifier,2023-12-06 15:37,Wednesday,89.42,1.73,19.8,38.9,1581,WU,26.95,,
air_purifier,2023-12-06 15:38,Wednesday,90.81,1.68,19.9,38.9,1513,WU,26.95,,
air_purifier,2023-12-06 15:39,Wednesday,92.23,1.68,19.9,38.9,1426,WU,19.48,,
air_purifier,2023-12-06 15:40,Wednesday,90.81,1.68,19.9,38.9,1302,WU,21.14,,
air_purifier,2023-12-06 15:41,Wednesday,89.42,1.68,19.8,38.9,777,WU,26.95,,
air_purifier,2023-12-06 15:42,Wednesday,92.23,1.63,19.8,38.9,570,WU,26.12,,
air_purifier,2023-12-06 15:43,Wednesday,92.23,1.68,19.9,38.9,432,WU,21.97,,
air_purifier,2023-12-06 15:44,Wednesday,92.23,1.63,19.8,38.9,432,WU,31.93,,
air_purifier,2023-12-06 15:45,Wednesday,93.66,1.68,19.8,38.9,432,WU,23.63,,
air_purifier,2023-12-06 15:46,Wednesday,93.66,1.68,19.8,38.9,432,WU,28.61,,
air_purifier,2023-12-06 15:47,Wednesday,93.66,1.73,19.8,39,432,WU,30.27,,
air_purifier,2023-12-06 15:48,Wednesday,95.11,1.73,19.9,38.9,432,WU,16.99,,
air_purifier,2023-12-06 15:49,Wednesday,95.11,1.68,19.8,39,432,WU,16.16,,
air_purifier,2023-12-06 15:50,Wednesday,95.11,1.68,19.9,39,432,WU,24.46,,
air_purifier,2023-12-06 15:51,Wednesday,95.11,1.68,19.9,39,432,WU,28.61,,
air_purifier,2023-12-06 15:52,Wednesday,93.66,1.68,19.9,39,432,WU,14.5,,
air_purifier,2023-12-06 15:53,Wednesday,95.11,1.68,19.9,38.9,432,WU,14.5,,
air_purifier,2023-12-06 15:54,Wednesday,96.58,1.68,19.8,39,432,WU,21.14,,
air_purifier,2023-12-06 15:55,Wednesday,93.66,1.68,19.9,39,432,WU,22.8,,
air_purifier,2023-12-06 15:56,Wednesday,92.23,1.68,19.9,39,432,WU,18.65,,
air_purifier,2023-12-06 15:57,Wednesday,93.66,1.68,19.8,39,432,WU,31.93,,
air_purifier,2023-12-06 15:58,Wednesday,93.66,1.68,19.9,39,432,WU,22.8,,
air_purifier,2023-12-06 15:59,Wednesday,93.66,1.73,19.9,39,432,WU,31.93,,
air_purifier,2023-12-06 16:00,Wednesday,95.11,1.68,19.9,39,432,WU,26.95,,
air_purifier,2023-12-06 16:01,Wednesday,93.66,1.68,19.8,39,432,WU,22.8,,
air_purifier,2023-12-06 16:02,Wednesday,95.11,1.68,19.9,39,432,WU,22.8,,
air_purifier,2023-12-06 16:03,Wednesday,96.58,1.68,19.8,39,432,WU,21.97,,
air_purifier,2023-12-06 16:04,Wednesday,96.58,1.68,19.8,39,432,WU,24.46,,
air_purifier,2023-12-06 16:05,Wednesday,99.58,1.68,19.8,39,432,WU,30.27,,
air_purifier,2023-12-06 16:06,Wednesday,98.07,1.68,19.8,39,432,WU,31.1,,
